Verkäufe,Gewicht,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
229.0352,7.36,Low Fat,0.087559621,Frozen Foods,55.2588,Grocery Store
162.4552,20.35,Regular,0.252865979,Meat,82.7276,Grocery Store
2221.1088,17.7,Regular,0.135306012,Starchy Foods,183.7924,Supermarket Type1
352.874,NA,Low Fat,0.126760908,Breakfast,176.937,Grocery Store
2175.8344,8.39,Regular,0.024201084,Frozen Foods,112.6176,Supermarket Type1
1403.5064,9.195,Low Fat,0.015856295,Baking Goods,81.6592,Supermarket Type1
2143.876,8.93,Low Fat,0.028411899,Dairy,152.334,Supermarket Type1
296.281,15.7,Low Fat,0.160529322,Household,59.2562,Supermarket Type1
1981.4208,16.7,Low Fat,0.026771204,Household,246.3776,Supermarket Type1
2588.6304,NA,Low Fat,0.049934854,Soft Drinks,95.0752,Supermarket Type3
2906.217,20.5,Regular,0.113045883,Fruits and Vegetables,194.1478,Supermarket Type1
1973.4312,NA,Low Fat,0.015359722,Household,163.7526,Supermarket Type3
452.744,11.65,Low Fat,0.034049703,Seafood,112.286,Supermarket Type1
2428.8384,20.75,Low Fat,0.02128304,Soft Drinks,153.5024,Supermarket Type1
1721.093,NA,Low Fat,0.063462048,Frozen Foods,157.563,Supermarket Type3
83.8908,16.2,Low Fat,0.074019393,Frozen Foods,41.7454,Grocery Store
4566.7222,10.195,Regular,0.017666978,Starchy Foods,239.4538,Supermarket Type1
298.2784,NA,Low Fat,0.124299531,Household,73.4696,Grocery Store
5359.69,13.3,Low Fat,0.079739853,Dairy,233.03,Supermarket Type1
111.8544,6.215,Low Fat,0.012167793,Fruits and Vegetables,37.4848,Supermarket Type1
974.0654,6.67,Regular,0,Snack Foods,90.5514,Supermarket Type2
9664.7528,12.6,Regular,0.074338562,Dairy,255.5356,Supermarket Type1
5834.4054,12.15,Low Fat,0.018407033,Frozen Foods,254.7698,Supermarket Type1
1422.1488,16.6,Low Fat,0.050369191,Canned,117.2124,Supermarket Type1
1687.803,NA,Regular,0.019837655,Frozen Foods,128.131,Supermarket Type3
2285.0256,20.85,Regular,0.056465714,Breads,103.6648,Supermarket Type1
1508.037,11,Low Fat,0.054928641,Health and Hygiene,101.7358,Supermarket Type1
3146.5708,15.6,Low Fat,0.066829875,Others,185.5924,Supermarket Type1
432.77,NA,Low Fat,0.122832172,Dairy,217.685,Grocery Store
4096.6674,10.195,Regular,0.146692433,Dairy,194.5794,Supermarket Type1
1444.786,12.6,Regular,0.062827447,Frozen Foods,105.099,Supermarket Type1
5410.9566,20.2,LF,0.064464147,Snack Foods,255.7646,Supermarket Type1
355.5372,18,Low Fat,0.124959013,Frozen Foods,116.5124,Supermarket Type2
1342.2528,6.75,Regular,0,Dairy,96.7752,Supermarket Type1
1104.5622,12.35,Regular,0.15911489,Meat,158.1946,Supermarket Type2
2077.296,7.59,Regular,0.145335007,Fruits and Vegetables,173.108,Supermarket Type1
3630.6074,14.8,Low Fat,0.081168135,Meat,190.5846,Supermarket Type1
2446.815,5.11,Low Fat,0.034874689,Household,161.721,Supermarket Type1
1784.344,6.38,LF,0.031898175,Dairy,177.4344,Supermarket Type1
1569.9564,8.3,Regular,0.038211537,Dairy,87.7198,Supermarket Type1
4811.7366,16.7,Regular,0.03874616,Snack Foods,143.8102,Supermarket Type1
4870.9928,NA,Regular,0.03443677,Breads,156.5288,Supermarket Type3
3367.6164,9.695,Low Fat,0.130261652,Fruits and Vegetables,185.2898,Supermarket Type1
1464.76,8.235,Low Fat,0.014456938,Health and Hygiene,184.795,Supermarket Type1
667.1316,10.195,Low Fat,0.126383094,Canned,112.1886,Supermarket Type1
3475.476,10.695,Regular,0.127620811,Dairy,119.244,Supermarket Type1
2306.997,8.38,Regular,0.046878474,Baking Goods,109.857,Supermarket Type1
455.4072,11.65,Low Fat,0.220111117,Baking Goods,153.0024,Grocery Store
615.1992,9.195,Regular,0.0471117,Frozen Foods,52.0666,Supermarket Type1
1569.9564,8.1,Regular,0.019768503,Canned,88.6198,Supermarket Type1
453.4098,18.6,Low Fat,0.015858893,Snack Foods,152.9366,Supermarket Type1
8508.924,17.6,Low Fat,0.018905326,Health and Hygiene,234.659,Supermarket Type1
1177.1344,20.25,Low Fat,0.014280554,Household,148.0418,Supermarket Type2
331.5684,5.98,Low Fat,0.075675438,Hard Drinks,53.3614,Supermarket Type1
2292.3494,18.75,Low Fat,0.010381661,Household,207.8954,Supermarket Type1
4870.327,5.82,Regular,0.077475884,Fruits and Vegetables,255.333,Supermarket Type1
914.8092,8.52,Low Fat,0.02705936,Soft Drinks,153.3682,Supermarket Type1
1239.7196,15.5,Regular,0.126199917,Fruits and Vegetables,178.4028,Supermarket Type2
1810.976,16.7,Regular,0.119462225,Fruits and Vegetables,182.7976,Supermarket Type1
2324.9736,9.6,Regular,0.027454997,Snack Foods,258.1304,Supermarket Type2
1973.4312,9.13,Low Fat,0.051928034,Household,151.4024,Supermarket Type1
1438.128,10.5,Regular,0,Starchy Foods,78.296,Supermarket Type1
4221.8378,17,Low Fat,0.119570595,Frozen Foods,249.7434,Supermarket Type1
4247.804,NA,Low Fat,0.033725743,Snack Foods,211.6902,Supermarket Type3
950.7624,9.195,Low Fat,0.101275792,Baking Goods,46.4744,Supermarket Type1
1621.8888,10.1,Low Fat,0.056077574,Household,117.8492,Supermarket Type1
1701.7848,8.18,Low Fat,0,Household,140.5154,Supermarket Type1
2302.3364,8.655,Regular,0.088178053,Snack Foods,122.6756,Supermarket Type1
3095.97,17.85,Regular,0.046608497,Fruits and Vegetables,122.9388,Supermarket Type1
4146.6024,10.65,Regular,0.085119855,Snack Foods,229.8668,Supermarket Type1
2596.62,13.65,Regular,0.031418984,Canned,99.27,Supermarket Type1
3155.892,17.25,Low Fat,0.084809658,Soft Drinks,261.191,Supermarket Type1
3579.3408,9.5,Regular,0.035350045,Fruits and Vegetables,169.7448,Supermarket Type1
1342.2528,16.7,Regular,0,Starchy Foods,63.6168,Supermarket Type1
425.4462,8.6,Low Fat,0.054601779,Health and Hygiene,141.1154,Grocery Store
1201.1032,19.25,Low Fat,0.102188428,Dairy,54.3956,Supermarket Type2
2864.9374,11,Regular,0.133034816,Canned,222.0798,Supermarket Type1
3813.7024,9.895,Low Fat,0.16817143,Soft Drinks,237.7564,Supermarket Type1
1589.2646,14,Regular,0.029722659,Dairy,143.4786,Supermarket Type1
3848.324,7.365,Low Fat,0.042733625,Fruits and Vegetables,226.972,Supermarket Type2
619.8598,20.85,Regular,0.062172698,Baking Goods,90.2514,Supermarket Type1
1491.392,7.64,Regular,0.070704474,Snack Foods,93.412,Supermarket Type1
120.5098,NA,Regular,0.191500528,Baking Goods,121.2098,Grocery Store
2546.685,17.7,Regular,0.122065518,Meat,103.3674,Supermarket Type1
1328.271,7.97,Regular,0.04021623,Meat,90.4514,Supermarket Type1
519.324,12.35,Low Fat,0.041737627,Health and Hygiene,33.1216,Supermarket Type1
703.0848,8.42,Low Fat,0.11227101,Health and Hygiene,63.2168,Supermarket Type1
3422.212,NA,Low Fat,0.13507592400000001,Fruits and Vegetables,170.3106,Supermarket Type3
2079.9592,6.305,Regular,0.12301331,Snack Foods,93.2436,Supermarket Type1
1133.1916,5.92,Regular,0.019238942,Soft Drinks,49.8692,Supermarket Type1
4908.2776,15.1,Regular,0.067212845,Snack Foods,260.2304,Supermarket Type1
527.3136,17.35,Low Fat,0.280164929,Household,177.5712,Grocery Store
1550.6482,7.405,Low Fat,0.015271793,Canned,89.9146,Supermarket Type1
3052.0272,6.405,Low Fat,0.136512858,Snack Foods,128.7678,Supermarket Type1
3954.852,19.7,Low Fat,0.078034976,Baking Goods,178.066,Supermarket Type1
978.726,17.7,Regular,0.042649476,Frozen Foods,162.721,Supermarket Type2
4094.67,17.6,Low Fat,0.104859135,Snack Foods,161.8868,Supermarket Type1
721.0614,15.85,Regular,0.110202066,Frozen Foods,39.7506,Supermarket Type1
4795.0916,17.5,Low Fat,0.01558456,Fruits and Vegetables,185.1266,Supermarket Type1
3339.6528,NA,Low Fat,0.060805497,Soft Drinks,150.8024,Supermarket Type3
1843.6002,9.6,Low Fat,0.036490369,Fruits and Vegetables,140.8154,Supermarket Type1
2659.871,11,Regular,0.088025298,Frozen Foods,158.063,Supermarket Type1
5992.2,20.75,Regular,0.129864461,Seafood,240.188,Supermarket Type2
2645.2234,NA,Low Fat,0,Soft Drinks,89.4146,Supermarket Type3
592.562,16.6,Low Fat,0.084176826,Canned,118.0124,Grocery Store
593.2278,12.5,Regular,0.062343432,Baking Goods,199.7426,Supermarket Type1
1414.825,7.02,Low Fat,0.049942926,Dairy,82.425,Supermarket Type1
1471.418,19.1,reg,0.025867261,Fruits and Vegetables,147.6418,Supermarket Type1
524.6504,5.785,Regular,0.038817121,Fruits and Vegetables,262.6252,Supermarket Type1
502.0132,11.65,Low Fat,0.01941154,Hard Drinks,40.3164,Supermarket Type1
567.2616,19,Low Fat,0.216478153,Household,190.1872,Grocery Store
2946.165,5.19,Low Fat,0.042707323,Frozen Foods,197.811,Supermarket Type1
3338.987,14.15,Low Fat,0,Household,196.311,Supermarket Type1
2940.1728,16.2,Low Fat,0.175898114,Health and Hygiene,183.7608,Supermarket Type2
623.1888,7.72,reg,0.074847665,Breads,78.8986,Supermarket Type1
1030.6584,18.6,Low Fat,0.118180011,Others,56.2588,Supermarket Type1
1805.6496,8.35,Regular,0.127587344,Frozen Foods,76.5354,Supermarket Type1
114.5176,18.6,Low Fat,0.19780911,Others,55.6588,Grocery Store
4504.8028,NA,LF,0.069208684,Health and Hygiene,264.0884,Supermarket Type3
3451.5072,19,Low Fat,0.026963909,Household,129.8336,Supermarket Type1
2492.7552,8.895,Regular,0.039261947,Baking Goods,207.4296,Supermarket Type1
402.809,18,Low Fat,0.008533716,Baking Goods,78.5618,Supermarket Type1
2600.6148,15.1,Regular,0.100423086,Fruits and Vegetables,144.7786,Supermarket Type1
2716.464,NA,Regular,0,Canned,91.8488,Supermarket Type3
2386.2272,20.5,Low Fat,0.036353098,Frozen Foods,75.8696,Supermarket Type1
8028.8822,NA,Low Fat,0.077348214,Snack Foods,259.7962,Supermarket Type3
1314.2892,20.6,Low Fat,0.023548476,Fruits and Vegetables,93.3778,Supermarket Type2
4136.6154,15.85,Low Fat,0.069043044,Breads,218.7166,Supermarket Type1
3004.0896,20.6,Regular,0.048010812,Fruits and Vegetables,187.7556,Supermarket Type1
2656.542,10.3,Regular,0.058778429,Fruits and Vegetables,187.853,Supermarket Type1
2748.4224,NA,Low Fat,0.117607719,Others,55.2588,Supermarket Type3
337.5606,17.6,Regular,0.12741233800000001,Meat,111.3202,Grocery Store
2631.2416,11.35,Regular,0.044945123,Snack Foods,101.0016,Supermarket Type1
2557.3378,10.195,Low Fat,0.126579586,Canned,112.2886,Supermarket Type1
2376.906,17.5,Low Fat,0.016802225,Meat,138.518,Supermarket Type2
2597.2858,NA,Low Fat,0.075192072,Hard Drinks,56.0614,Supermarket Type3
319.584,11,Low Fat,0.03786331,Health and Hygiene,40.948,Supermarket Type1
492.692,5.92,Regular,0.019200003,Soft Drinks,47.7692,Supermarket Type1
2796.36,13.3,Low Fat,0.079791176,Dairy,232.73,Supermarket Type1
669.129,18.2,Low Fat,0.16334971,Health and Hygiene,45.1086,Supermarket Type1
980.0576,9.395,Regular,0.109265987,Soft Drinks,42.3112,Supermarket Type1
1342.2528,6.75,Regular,0.10821852,Dairy,96.3752,Supermarket Type1
2782.3782,15.7,Low Fat,0.122392031,Canned,133.1942,Supermarket Type1
327.5736,8.39,Low Fat,0.20168772,Household,162.8868,Grocery Store
1576.6144,NA,Low Fat,0.046259036,Fruits and Vegetables,47.4692,Supermarket Type3
2916.204,9.6,Low Fat,0.035651291,Snack Foods,244.917,Supermarket Type1
3022.732,11.1,Low Fat,0.059835659,Fruits and Vegetables,151.3366,Supermarket Type1
1071.938,12.8,LF,0.091408076,Others,108.9938,Supermarket Type2
792.302,12.85,Low Fat,0.169405699,Frozen Foods,46.106,Supermarket Type1
3225.1352,13.65,Low Fat,0.015943701,Breads,231.9668,Supermarket Type1
1895.5326,NA,Low Fat,0.174232377,Soft Drinks,146.6102,Supermarket Type3
3155.892,7.935,Low Fat,0.031801103,Household,261.591,Supermarket Type1
229.701,NA,Low Fat,0.052749199,Canned,74.967,Grocery Store
191.0846,16.1,Low Fat,0.039463564,Soft Drinks,189.9846,Grocery Store
894.8352,7.645,Regular,0,Snack Foods,41.8112,Supermarket Type1
331.5684,8.775,Low Fat,0.036159635,Fruits and Vegetables,110.7228,Grocery Store
1174.4712,10.65,Low Fat,0.024020078,Fruits and Vegetables,57.2272,Supermarket Type1
1864.24,7.64,Regular,0.071104408,Snack Foods,95.012,Supermarket Type1
1733.0774,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,Supermarket Type1
1061.951,8.645,low fat,0.144006886,Health and Hygiene,94.741,Supermarket Type2
1037.3164,8.97,Low Fat,0.093159233,Household,55.7956,Supermarket Type1
219.0482,NA,Regular,0.129425145,Dairy,219.3482,Grocery Store
2388.8904000000002,5.405,Regular,0.053839714,Canned,198.6742,Supermarket Type2
2406.2012,NA,Low Fat,0.098629062,Fruits and Vegetables,90.6462,Supermarket Type3
1442.1228,10.195,Regular,0.017658634,Starchy Foods,240.1538,Supermarket Type1
1230.3984,6.935,Regular,0.041282286,Snack Foods,103.5332,Supermarket Type1
159.1262,NA,Regular,0.170186628,Snack Foods,159.0262,Grocery Store
1829.6184,8.88,Low Fat,0.086781204,Hard Drinks,152.2682,Supermarket Type1
4567.388,NA,Regular,0.042270751,Frozen Foods,162.521,Supermarket Type3
2745.0934,9.3,Low Fat,0.089186275,Canned,145.3786,Supermarket Type1
4211.185,9,Low Fat,0.019502965,Household,169.4474,Supermarket Type1
2916.204,21.25,LF,0.024650932,Household,146.0102,Supermarket Type1
984.7182,12.35,Low Fat,0.026722744,Canned,59.2246,Supermarket Type1
3004.0896,NA,Regular,0.037516862,Dairy,124.3704,Supermarket Type3
351.5424,16.85,Regular,0.023154399,Snack Foods,43.9428,Supermarket Type1
631.8442,14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8034,Supermarket Type1
4138.6128,8.63,Regular,0.028391879,Canned,173.9422,Supermarket Type2
2892.901,7.935,Low Fat,0.031866022,Household,261.291,Supermarket Type2
1832.2816,NA,Regular,0.024088444,Frozen Foods,112.7176,Supermarket Type3
1752.3856,19.85,Low Fat,0.064409056,Health and Hygiene,126.7704,Supermarket Type1
656.4788,5.765,Low Fat,0.082012293,Baking Goods,37.5164,Supermarket Type1
3845.6608,17.75,Regular,0.157075658,Dairy,240.5538,Supermarket Type1
229.0352,NA,Regular,0.107110465,Breakfast,55.5588,Grocery Store
732.38,8.235,Low Fat,0.014459672,Health and Hygiene,181.895,Supermarket Type1
847.5634,NA,Low Fat,0.076483451,Fruits and Vegetables,43.4086,Supermarket Type3
539.298,6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0298,Supermarket Type1
1635.8706,9.1,Low Fat,0.174827835,Baking Goods,127.2362,Supermarket Type2
2450.144,18.7,Low Fat,0.104591027,Frozen Foods,121.4072,Supermarket Type1
1845.5976,15.5,Regular,0.075868843,Baking Goods,261.7568,Supermarket Type1
3427.5384,10.695,Regular,0.086764795,Snack Foods,156.7972,Supermarket Type1
5084.0488,6.695,Low Fat,0.03408026,Frozen Foods,220.8456,Supermarket Type2
4837.7028,16,Low Fat,0.072655379,Household,229.8668,Supermarket Type1
639.168,5.59,Regular,0.056555715,Snack Foods,62.6168,Supermarket Type1
2587.9646,11.35,reg,0.043402224,Fruits and Vegetables,197.0742,Supermarket Type1
1470.0864,12.3,Regular,0.064882207,Starchy Foods,93.8804,Supermarket Type2
2428.8384,NA,Regular,0.044764726,Snack Foods,102.4016,Supermarket Type3
3745.125,17.75,Low Fat,0.034752647,Dairy,248.775,Supermarket Type1
2516.724,17.75,Low Fat,0.030631323,Others,178.566,Supermarket Type2
3185.1872,NA,LF,0,Fruits and Vegetables,245.0144,Supermarket Type3
988.0472,NA,Low Fat,0.110735739,Baking Goods,35.2874,Supermarket Type3
1757.712,12.35,Regular,0.038657256,Fruits and Vegetables,110.257,Supermarket Type2
2519.3872,16.7,Regular,0.052493162,Frozen Foods,113.9176,Supermarket Type1
1510.0344,19.35,Regular,0.065890998,Meat,167.0816,Supermarket Type1
337.5606,15.7,Regular,0.114565093,Canned,112.0202,Supermarket Type1
6026.8216,NA,Low Fat,0.117065801,Snack Foods,196.1136,Supermarket Type3
2909.546,18.7,Low Fat,0.026450779,Baking Goods,124.902,Supermarket Type1
761.6752,7.06,reg,0.043863865,Starchy Foods,59.5904,Supermarket Type1
809.6128,11.35,Low Fat,0,Snack Foods,52.4008,Supermarket Type1
123.8388,NA,Regular,0.036551446,Snack Foods,62.7194,Grocery Store
1459.4336,6.96,Low Fat,0.077630199,Soft Drinks,90.9146,Supermarket Type1
107.8596,NA,Low Fat,0.304737387,Dairy,54.7298,Grocery Store
768.999,NA,Regular,0.041180766,Snack Foods,37.919,Supermarket Type3
2746.425,13.15,Low Fat,0.043831721,Snack Foods,184.195,Supermarket Type1
4374.306,NA,Regular,0.007503372,Dairy,146.7102,Supermarket Type3
205.0664,14.5,Regular,0.214681063,Baking Goods,102.7332,Grocery Store
354.2056,7.5,LF,0.060649825,Health and Hygiene,177.4028,Grocery Store
1506.0396,15.2,Low Fat,0.097258937,Health and Hygiene,114.8492,Supermarket Type1
1800.3232,11.6,Regular,0.009763021,Snack Foods,226.2404,Supermarket Type1
1518.024,9,Low Fat,0.032152981,Household,102.0016,Supermarket Type2
1325.6078,19.35,Regular,0.021439694,Fruits and Vegetables,119.7098,Supermarket Type1
458.0704,15.2,Low Fat,0.153592956,Snack Foods,228.0352,Grocery Store
1534.0032,20.2,Regular,0.121231308,Snack Foods,97.5752,Supermarket Type1
905.488,NA,Low Fat,0.119371835,Dairy,45.2744,Supermarket Type3
2267.7148,NA,Low Fat,0.064607378,Canned,87.4198,Supermarket Type3
3263.7516,5.365,Regular,0.14024028,Seafood,171.0764,Supermarket Type1
2954.1546,21.2,Regular,0,Starchy Foods,173.6738,Supermarket Type1
2106.5912,11.15,Regular,0.008296692,Dairy,150.6708,Supermarket Type1
683.1108,19.35,Regular,0.077193256,Snack Foods,112.7518,Supermarket Type1
282.2992,13.5,Low Fat,0.055075504,Health and Hygiene,33.3874,Supermarket Type1
1701.7848,9.6,Regular,0.014209811,Snack Foods,188.1872,Supermarket Type1
1358.232,12.5,Regular,0.081879864,Fruits and Vegetables,91.7488,Supermarket Type1
607.2096,15.85,Low Fat,0.078540095,Canned,36.3506,Supermarket Type1
1685.8056,10.195,Regular,0.146540889,Frozen Foods,141.7838,Supermarket Type1
2302.3364,20.2,Regular,0.097059596,Meat,178.6028,Supermarket Type1
2750.4198,7.96,Low Fat,0.028478742,Canned,161.8894,Supermarket Type2
981.3892,20,Low Fat,0.034340926,Baking Goods,45.4086,Supermarket Type1
1442.7886,6.425,Low Fat,0.063532672,Breakfast,133.0626,Supermarket Type1
7646.0472,NA,Regular,0.075384242,Baking Goods,262.7568,Supermarket Type3
1539.9954,12.1,Low Fat,0.080131363,Household,170.9106,Supermarket Type2
243.6828,11.6,Regular,0.132111921,Frozen Foods,82.2276,Grocery Store
359.532,NA,Low Fat,0.083547515,Household,179.166,Grocery Store
4242.4776,9.395,Low Fat,0.103731617,Snack Foods,236.9932,Supermarket Type1
2354.2688,17.2,Regular,0.025309134,Canned,147.0418,Supermarket Type1
2458.1336,7.42,Regular,0.0258457,Snack Foods,188.9872,Supermarket Type2
2127.231,18.25,Low Fat,0.054223942,Snack Foods,142.0154,Supermarket Type1
8388.4142,NA,Regular,0.075791641,Dairy,193.3794,Supermarket Type3
2799.689,17.6,Regular,0.03928284,Snack Foods,94.641,Supermarket Type1
1797.66,NA,Regular,0.145591438,Seafood,148.705,Supermarket Type3
2460.7968,6.825,Regular,0.046824729,Canned,155.1998,Supermarket Type2
2700.4848,7.405,Low Fat,0.159062948,Dairy,208.9296,Supermarket Type1
4026.7584,15.7,Low Fat,0.073966786,Baking Goods,250.5724,Supermarket Type2
1301.639,15.6,Low Fat,0.117574554,Frozen Foods,75.667,Supermarket Type1
44.6086,9.6,Low Fat,0.049617765,Household,44.2086,Grocery Store
5394.9774,NA,Regular,0.032296886,Frozen Foods,144.0102,Supermarket Type3
3946.8624,NA,Regular,0.037340835,Frozen Foods,163.1526,Supermarket Type3
1438.128,NA,Low Fat,0.075707087,Baking Goods,88.183,Supermarket Type3
3652.5788,10.195,Regular,0.146635206,Frozen Foods,139.0838,Supermarket Type1
3621.2862,19.1,LF,0.177545624,Household,172.4422,Supermarket Type1
529.311,8.895,LF,0.072693696,Breakfast,175.937,Supermarket Type2
1314.955,8.945,Regular,0.146701312,Dairy,262.291,Grocery Store
2804.3496,10.3,Low Fat,0.146999264,Meat,103.7648,Supermarket Type1
3894.93,16,Regular,0.173109453,Snack Foods,155.2972,Supermarket Type1
388.1614,6.385,reg,0.124410284,Snack Foods,34.3874,Supermarket Type1
583.2408,13,Low Fat,0.035079516,Household,47.9034,Supermarket Type1
3476.1418,20.1,Regular,0.054763518,Frozen Foods,150.9366,Supermarket Type1
3630.6074,11.1,Low Fat,0.111122936,Fruits and Vegetables,189.2846,Supermarket Type2
388.1614,5.175,Low Fat,0.030330202,Health and Hygiene,35.4874,Supermarket Type1
1298.31,11.5,Regular,0,Dairy,88.254,Supermarket Type1
1404.1722,16.75,Regular,0.008601441,Meat,73.7038,Supermarket Type2
1948.1308,NA,low fat,0.024407061,Breads,102.3332,Supermarket Type3
3418.883,17.25,Low Fat,0.084262458,Soft Drinks,261.591,Supermarket Type1
2153.1972,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,Supermarket Type1
1310.2944,NA,LF,0.112718928,Baking Goods,54.2956,Supermarket Type3
3251.7672,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,Supermarket Type1
1150.5024,7.075,Low Fat,0.058437653,Dairy,143.0128,Supermarket Type1
980.0576,6.365,Low Fat,0,Frozen Foods,59.7536,Supermarket Type1
2783.044,NA,Low Fat,0.034504414,Household,125.202,Supermarket Type3
1228.401,9.3,LF,0.044652785,Household,247.0802,Supermarket Type1
591.2304,5.92,Regular,0.019184026,Soft Drinks,50.3692,Supermarket Type1
133.8258,9.6,Low Fat,0.029638267,Household,42.6086,Supermarket Type1
578.5802,14.15,Low Fat,0.042180995,Dairy,52.0982,Supermarket Type1
3769.7596,11.8,Low Fat,0.11507174,Soft Drinks,198.2084,Supermarket Type1
1672.4896,6.765,Regular,0.087437069,Frozen Foods,106.1306,Supermarket Type1
12117.56,NA,Regular,0.014295564,Fruits and Vegetables,242.6512,Supermarket Type3
549.285,13.15,LF,0.073251428,Snack Foods,181.695,Grocery Store
6574.775,NA,Low Fat,0.021743592,Frozen Foods,263.191,Supermarket Type3
490.0288,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,Supermarket Type1
2106.5912,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,Supermarket Type1
866.8716,9.42,Regular,0.044151435,Frozen Foods,61.5194,Supermarket Type1
2759.0752,17.6,LF,0.008001018,Dairy,170.4422,Supermarket Type1
1921.4988,8.235,Low Fat,0.0828941,Baking Goods,149.3076,Supermarket Type1
2588.6304,NA,Low Fat,0.091042211,Household,162.6894,Supermarket Type3
703.0848,13.15,Regular,0.038011783,Snack Foods,89.6856,Supermarket Type1
3751.783,12.65,Low Fat,0.042296724,Household,106.3938,Supermarket Type1
1504.708,20.7,Low Fat,0.02695441,Household,73.2354,Supermarket Type1
2648.5524,13,Low Fat,0.153930108,Canned,76.7986,Supermarket Type1
6358.39,16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,Supermarket Type1
4725.8484,16,Low Fat,0.060971431,Starchy Foods,226.2404,Supermarket Type1
3199.8348,12.35,Low Fat,0,Snack Foods,118.9124,Supermarket Type1
1948.1308,14,Low Fat,0.023831558,Baking Goods,103.1332,Supermarket Type2
1257.0304,20.5,Low Fat,0.032762495,Household,40.0822,Supermarket Type1
531.3084,8.3,Low Fat,0.035347676,Fruits and Vegetables,38.0506,Supermarket Type1
1038.648,19.2,Low Fat,0.041291929,Household,130.131,Supermarket Type1
850.8924,9.1,Low Fat,0.080747059,Household,46.9718,Supermarket Type1
5355.0294,14.15,Low Fat,0.035240817,Canned,255.5014,Supermarket Type1
2924.1936,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,Supermarket Type1
1245.046,17.1,Low Fat,0.067154053,Household,114.386,Supermarket Type1
1713.7692,16.2,Low Fat,0.019362306,Soft Drinks,154.6972,Supermarket Type1
3709.8376,6.465,LF,0.124506117,Canned,264.7884,Supermarket Type1
670.4606,7.155,Regular,0.168871496,Breads,34.3874,Supermarket Type2
3599.3148,20.6,Regular,0.030504756,Dairy,212.6244,Supermarket Type1
652.484,20.25,Regular,0.103142373,Canned,94.612,Supermarket Type2
1126.5336,NA,low fat,0.078872251,Snack Foods,189.5556,Grocery Store
5645.984,15.85,Low Fat,0.082120687,Breads,177.437,Supermarket Type2
3974.826,9,Low Fat,0.069487587,Health and Hygiene,266.6884,Supermarket Type1
4261.12,NA,Low Fat,0.011180843,Snack Foods,213.456,Supermarket Type3
1992.7394,NA,low fat,0.037315469,Baking Goods,50.0034,Supermarket Type3
2334.9606,18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,Supermarket Type1
2299.6732,20.85,Low Fat,0.021312043,Fruits and Vegetables,104.9306,Supermarket Type1
1202.4348,18.35,Regular,0.094218363,Fruits and Vegetables,83.9882,Supermarket Type1
2900.2248,18.6,Low Fat,0.076841095,Snack Foods,162.2236,Supermarket Type1
810.9444,9.8,Regular,0.063805139,Fruits and Vegetables,117.3492,Supermarket Type1
6189.2768,15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,Supermarket Type1
2057.9878,NA,Regular,0.028871235,Snack Foods,188.7898,Supermarket Type3
1069.2748,7.09,LF,0.00720931,Baking Goods,48.1034,Supermarket Type1
2768.3964,NA,Low Fat,0.02286663,Household,102.8332,Supermarket Type3
2073.967,NA,Regular,0.067543727,Dairy,57.2562,Supermarket Type3
1006.6896,NA,Low Fat,0.038549197,Hard Drinks,127.5362,Supermarket Type3
1323.6104,9.5,Low Fat,0,Hard Drinks,188.9872,Supermarket Type1
614.5334,19,Regular,0.097709541,Frozen Foods,48.6718,Supermarket Type2
183.095,20.5,Low Fat,0.143283608,Household,37.919,Supermarket Type1
2127.8968,19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,Supermarket Type1
1444.786,21.1,Low Fat,0.029173031,Household,145.7786,Supermarket Type1
3279.065,NA,Low Fat,0.067120954,Snack Foods,132.9626,Supermarket Type3
5424.9384,15.1,Regular,0.067020992,Snack Foods,260.3304,Supermarket Type1
1859.5794,19.7,Low Fat,0.026826919,Household,98.7726,Supermarket Type1
2055.3246,16.2,Regular,0.01665334,Frozen Foods,97.3726,Supermarket Type1
1332.9316,18.1,Low Fat,0.022395357,Fruits and Vegetables,96.5094,Supermarket Type1
878.856,10.195,Low Fat,0.042113173,Snack Foods,42.5428,Supermarket Type2
2514.0608,6.55,Regular,0.034604343,Breads,157.8288,Supermarket Type1
1428.141,15.85,Low Fat,0.136774734,Canned,94.4094,Supermarket Type1
6021.4952,NA,Low Fat,0.089343433,Health and Hygiene,157.3604,Supermarket Type3
612.536,12.1,Low Fat,0.030250132,Canned,75.267,Supermarket Type2
1537.998,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,Supermarket Type1
392.822,NA,Regular,0.141360118,Baking Goods,197.311,Grocery Store
222.3772,16.7,Low Fat,0.036933417,Dairy,109.1886,Grocery Store
